id,student_id,session_id,checkin_time,device_info,fingerprint_hash
1,2021-001,,,"{""device_signature"": {""type"": ""desktop"", ""os"": ""windows"", ""browser"": ""firefox"", ""browser_version"": ""139""}, ""screen_resolution"": ""1920x1080"", ""timezone"": ""Asia/Manila"", ""language"": ""en-US"", ""platform"": ""Win32"", ""color_depth"": """", ""pixel_ratio"": """", ""touch_support"": false, ""timestamp"": """", ""available_fonts"": """", ""canvas_fingerprint"": """", ""webgl_fingerprint"": """", ""audio_fingerprint"": """", ""battery_level"": """", ""memory_info"": """", ""connection_type"": """", ""installed_plugins"": """", ""do_not_track"": """", ""cpu_cores"": """", ""max_touch_points"": """"}",c330601b34c8241cfc8efd71a15cbb48356dea3cf224ecd41f36a204a6303ca5
